word,coefficient,Keep
fbi,0.232840112178002,0
hi,0.232445762178308,0
😜,0.232350814526239,0
useless,0.230705228893854,0
hair,0.23038143461778,1
🌹,0.229770955299524,0
shitty,0.229133580495194,1
#trump,0.228998466333208,0
campaign,0.228697468166961,0
cancel,0.228299726561351,0
virginian,0.228299687296148,0
negotiate,0.227870722237733,0
corporate,0.227344723270666,0
hopefully,0.226502603807787,0
disappointed,0.2257457929908,1
rep,0.225576983859576,0
non,0.224480637784627,0
lesson,0.223585430779651,0
crisis,0.223167993086555,0
greedy,0.223100308989605,1
supremacist,0.221951118825228,0
blind,0.220045992735714,1
48,0.219462530391074,0
important,0.218828988473199,0
fixing,0.217524212647419,0
involvement,0.217519226311465,0
va,0.217122971873247,0
dem,0.216632459054212,0
cave,0.216628701928634,0
shouldnt,0.215796824169793,0
